,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
20409,India,IND,2021-01-15,0.0,0.0,,,,0.0,0.0,,,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20410,India,IND,2021-01-16,191181.0,191181.0,,191181.0,191181.0,0.01,0.01,,137.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20411,India,IND,2021-01-17,224301.0,224301.0,,33120.0,112150.0,0.02,0.02,,80.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20412,India,IND,2021-01-18,454049.0,454049.0,,229748.0,151350.0,0.03,0.03,,109.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20413,India,IND,2021-01-19,674835.0,674835.0,,220786.0,168709.0,0.05,0.05,,121.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20414,India,IND,2021-01-20,806484.0,806484.0,,131649.0,161297.0,0.06,0.06,,116.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20415,India,IND,2021-01-21,1043534.0,1043534.0,,237050.0,173922.0,0.07,0.07,,125.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20416,India,IND,2021-01-22,1390592.0,1390592.0,,347058.0,198656.0,0.1,0.1,,143.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20417,India,IND,2021-01-23,1582201.0,1582201.0,,191609.0,198717.0,0.11,0.11,,143.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20418,India,IND,2021-01-24,1615504.0,1615504.0,,33303.0,198743.0,0.12,0.12,,143.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20419,India,IND,2021-01-25,2023809.0,2023809.0,,408305.0,224251.0,0.15,0.15,,161.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20420,India,IND,2021-01-26,2029480.0,2029480.0,,5671.0,193521.0,0.15,0.15,,139.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20421,India,IND,2021-01-27,2355979.0,2355979.0,,326499.0,221356.0,0.17,0.17,,159.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20422,India,IND,2021-01-28,2928053.0,2928053.0,,572074.0,269217.0,0.21,0.21,,193.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20423,India,IND,2021-01-29,3500027.0,3500027.0,,571974.0,301348.0,0.25,0.25,,216.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20424,India,IND,2021-01-30,3744334.0,3744334.0,,244307.0,308876.0,0.27,0.27,,222.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20425,India,IND,2021-01-31,3758843.0,3758843.0,,14509.0,306191.0,0.27,0.27,,220.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20426,India,IND,2021-02-01,3950156.0,3950156.0,,191313.0,275192.0,0.28,0.28,,197.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20427,India,IND,2021-02-02,4138918.0,4138918.0,,188762.0,301348.0,0.3,0.3,,216.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20428,India,IND,2021-02-03,4449552.0,4449552.0,,310634.0,299082.0,0.32,0.32,,215.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20429,India,IND,2021-02-04,4959445.0,4959445.0,,509893.0,290199.0,0.36,0.36,,208.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20430,India,IND,2021-02-05,5416849.0,5416849.0,,457404.0,273832.0,0.39,0.39,,197.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20431,India,IND,2021-02-06,5775322.0,5775322.0,,358473.0,290141.0,0.41,0.41,,208.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20432,India,IND,2021-02-07,5812362.0,5812362.0,,37040.0,293360.0,0.42,0.42,,211.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20433,India,IND,2021-02-08,6259008.0,6259008.0,,446646.0,329836.0,0.45,0.45,,237.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20434,India,IND,2021-02-09,6611561.0,6611561.0,,352553.0,353235.0,0.47,0.47,,254.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20435,India,IND,2021-02-10,7017114.0,7017114.0,,405553.0,366795.0,0.5,0.5,,263.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20436,India,IND,2021-02-11,7505010.0,7505010.0,,487896.0,363652.0,0.54,0.54,,261.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20437,India,IND,2021-02-12,7967647.0,7967647.0,,462637.0,364400.0,0.57,0.57,,262.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20438,India,IND,2021-02-13,8052454.0,8044786.0,7668.0,84807.0,325305.0,0.58,0.58,0.0,233.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20439,India,IND,2021-02-14,,,,,353179.0,,,,253.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20440,India,IND,2021-02-15,8516771.0,8418653.0,98118.0,,322538.0,0.61,0.6,0.01,231.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20441,India,IND,2021-02-16,8857341.0,8641002.0,216339.0,340570.0,320826.0,0.64,0.62,0.02,230.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20442,India,IND,2021-02-17,9186757.0,8844641.0,342116.0,329416.0,309949.0,0.66,0.63,0.02,222.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20443,India,IND,2021-02-18,9846523.0,9381591.0,464932.0,659766.0,334502.0,0.71,0.67,0.03,240.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20444,India,IND,2021-02-19,10449942.0,9693000.0,756942.0,603419.0,354614.0,0.75,0.7,0.05,254.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20445,India,IND,2021-02-20,10838323.0,9964383.0,873940.0,388381.0,397981.0,0.78,0.72,0.06,286.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20446,India,IND,2021-02-21,11085173.0,10124531.0,960642.0,246850.0,400080.0,0.8,0.73,0.07,287.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20447,India,IND,2021-02-22,11424094.0,10308552.0,1115542.0,338921.0,415332.0,0.82,0.74,0.08,298.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20448,India,IND,2021-02-23,11907392.0,10585757.0,1321635.0,483298.0,435722.0,0.85,0.76,0.09,313.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20449,India,IND,2021-02-24,12366633.0,10884879.0,1481754.0,459241.0,454268.0,0.89,0.78,0.11,326.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20450,India,IND,2021-02-25,13067047.0,11206188.0,1860859.0,700414.0,460075.0,0.94,0.8,0.13,330.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20451,India,IND,2021-02-26,13756940.0,11552857.0,2204083.0,689893.0,472428.0,0.99,0.83,0.16,339.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20452,India,IND,2021-02-27,14242547.0,11788669.0,2453878.0,485607.0,486318.0,1.02,0.85,0.18,349.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20453,India,IND,2021-02-28,14301266.0,11845075.0,2456191.0,58719.0,459442.0,1.03,0.85,0.18,330.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20454,India,IND,2021-03-01,14854136.0,12256337.0,2597799.0,552870.0,490006.0,1.07,0.88,0.19,352.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20455,India,IND,2021-03-02,15620749.0,12906771.0,2713978.0,766613.0,530480.0,1.12,0.93,0.19,381.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20456,India,IND,2021-03-03,16616048.0,13739121.0,2876927.0,995299.0,607059.0,1.19,0.99,0.21,436.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20457,India,IND,2021-03-04,18005503.0,14796835.0,3208668.0,1389455.0,705494.0,1.29,1.06,0.23,506.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20458,India,IND,2021-03-05,19497704.0,15996683.0,3501021.0,1492201.0,820109.0,1.4,1.15,0.25,589.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20459,India,IND,2021-03-06,20922344.0,17168303.0,3754041.0,1424640.0,954257.0,1.5,1.23,0.27,685.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20460,India,IND,2021-03-07,20989010.0,17227903.0,3761107.0,66666.0,955392.0,1.51,1.24,0.27,686.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20461,India,IND,2021-03-08,23008733.0,18943283.0,4065450.0,2019723.0,1164942.0,1.65,1.36,0.29,836.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20462,India,IND,2021-03-09,24367906.0,20004227.0,4363679.0,1359173.0,1249594.0,1.75,1.44,0.31,897.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20463,India,IND,2021-03-10,25685011.0,21034481.0,4650530.0,1317105.0,1295566.0,1.84,1.51,0.33,930.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20464,India,IND,2021-03-11,26164920.0,21435841.0,4729079.0,479909.0,1165631.0,1.88,1.54,0.34,837.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20465,India,IND,2021-03-12,28218457.0,23075504.0,5142953.0,2053537.0,1245822.0,2.03,1.66,0.37,894.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20466,India,IND,2021-03-13,29738409.0,24307635.0,5430774.0,1519952.0,1259438.0,2.13,1.74,0.39,904.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20467,India,IND,2021-03-14,29908038.0,24452385.0,5455653.0,169629.0,1274147.0,2.15,1.75,0.39,914.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20468,India,IND,2021-03-15,32947432.0,27079484.0,5867948.0,3039394.0,1419814.0,2.36,1.94,0.42,1019.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20469,India,IND,2021-03-16,35064536.0,28862037.0,6202499.0,2117104.0,1528090.0,2.52,2.07,0.45,1097.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20470,India,IND,2021-03-17,37143255.0,30600787.0,6542468.0,2078719.0,1636892.0,2.67,2.2,0.47,1175.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20471,India,IND,2021-03-18,39339817.0,32426230.0,6913587.0,2196562.0,1882128.0,2.82,2.33,0.5,1351.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20472,India,IND,2021-03-19,42063392.0,34842030.0,7221362.0,2723575.0,1977848.0,3.02,2.5,0.52,1419.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20473,India,IND,2021-03-20,44603841.0,37125187.0,7478654.0,2540449.0,2123633.0,3.2,2.66,0.54,1524.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20474,India,IND,2021-03-21,45065998.0,37574302.0,7491696.0,462157.0,2165423.0,3.23,2.7,0.54,1554.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20475,India,IND,2021-03-22,48494594.0,40631153.0,7863441.0,3428596.0,2221023.0,3.48,2.92,0.56,1594.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20476,India,IND,2021-03-23,50841286.0,42731952.0,8109334.0,2346692.0,2253821.0,3.65,3.07,0.58,1617.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20477,India,IND,2021-03-24,53145709.0,44846538.0,8299171.0,2304423.0,2286065.0,3.81,3.22,0.6,1641.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20478,India,IND,2021-03-25,55504440.0,47001472.0,8502968.0,2358731.0,2309232.0,3.98,3.37,0.61,1657.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20479,India,IND,2021-03-26,58109773.0,49426618.0,8683155.0,2605333.0,2292340.0,4.17,3.55,0.62,1645.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20480,India,IND,2021-03-27,60269782.0,51441436.0,8828346.0,2160009.0,2237992.0,4.33,3.69,0.63,1606.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20481,India,IND,2021-03-28,60530435.0,51660234.0,8870201.0,260653.0,2209205.0,4.34,3.71,0.64,1585.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20482,India,IND,2021-03-29,61113354.0,52211398.0,8901956.0,582919.0,1802680.0,4.39,3.75,0.64,1294.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20483,India,IND,2021-03-30,63054353.0,53989035.0,9065318.0,1940999.0,1744724.0,4.53,3.87,0.65,1252.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20484,India,IND,2021-03-31,65117896.0,55783201.0,9334695.0,2063543.0,1710312.0,4.67,4.0,0.67,1227.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20485,India,IND,2021-04-01,68789138.0,59148798.0,9640340.0,3671242.0,1897814.0,4.94,4.24,0.69,1362.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20486,India,IND,2021-04-02,73054295.0,63081589.0,9972706.0,4265157.0,2134932.0,5.24,4.53,0.72,1532.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20487,India,IND,2021-04-03,75979651.0,65739470.0,10240181.0,2925356.0,2244267.0,5.45,4.72,0.73,1611.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20488,India,IND,2021-04-04,79105163.0,68678838.0,10426325.0,3125512.0,2653533.0,5.68,4.93,0.75,1904.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20489,India,IND,2021-04-05,83110926.0,72277309.0,10833617.0,4005763.0,3142510.0,5.96,5.19,0.78,2255.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20490,India,IND,2021-04-06,87077474.0,75937015.0,11140459.0,3966548.0,3431874.0,6.25,5.45,0.8,2463.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20491,India,IND,2021-04-07,90198673.0,78763027.0,11435646.0,3121199.0,3582968.0,6.47,5.65,0.82,2571.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20492,India,IND,2021-04-08,94334262.0,82456522.0,11877740.0,4135589.0,3649303.0,6.77,5.92,0.85,2619.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20493,India,IND,2021-04-09,98075160.0,85763852.0,12311308.0,3740898.0,3574409.0,7.04,6.15,0.88,2565.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20494,India,IND,2021-04-10,101595147.0,88885961.0,12709186.0,3519987.0,3659357.0,7.29,6.38,0.91,2626.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20495,India,IND,2021-04-11,104528565.0,91587400.0,12941165.0,2933418.0,3631915.0,7.5,6.57,0.93,2606.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20496,India,IND,2021-04-12,108533085.0,95043039.0,13490046.0,4004520.0,3631737.0,7.79,6.82,0.97,2606.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20497,India,IND,2021-04-13,111179578.0,97301914.0,13877664.0,2646493.0,3443158.0,7.98,6.98,1.0,2471.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20498,India,IND,2021-04-14,114493238.0,100179199.0,14314039.0,3313660.0,3470652.0,8.22,7.19,1.03,2491.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20499,India,IND,2021-04-15,117223509.0,102349255.0,14874254.0,2730271.0,3269892.0,8.41,7.35,1.07,2347.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
